Title: ,KH03 Returns,,,
01/03/2014,RCB,York Teaching Hospital,NA,NA
01/03/2014,RCD,Harrogate And District,NA,NA
01/03/2014,RCF,Airedale,NA,NA
01/03/2014,RCU,Sheffield Children's,22,16
01/03/2014,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/03/2014,RD1,Royal United Hospital Bath,NA,NA
01/03/2014,RD3,Poole Hospital,NA,NA
01/03/2014,RD7,Heatherwood And Wexham Park Hospitals,NA,NA
01/03/2014,RD8,Milton Keynes Hospital,NA,NA
01/03/2014,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/03/2014,RDE,Colchester Hospital University,NA,NA
01/03/2014,RDR,Sussex Community,NA,NA
01/03/2014,RDU,Frimley Health,NA,NA
01/03/2014,RDY,Dorset Healthcare University,NA,NA
01/03/2014,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/03/2014,RE9,South Tyneside,NA,NA
01/03/2014,REF,Royal Cornwall Hospitals,NA,NA
01/03/2014,REM,Aintree University Hospital,NA,NA
01/03/2014,REN,The Clatterbridge Cancer Centre,NA,NA
01/03/2014,REP,Liverpool Women's,NA,NA
01/03/2014,RET,The Walton Centre,NA,NA
01/03/2014,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/03/2014,RFF,Barnsley Hospital,NA,NA
01/03/2014,RFR,The Rotherham,NA,NA
01/03/2014,RFS,Chesterfield Royal Hospital,NA,NA
01/03/2014,RFW,West Middlesex University Hospital,NA,NA
01/03/2014,RGD,Leeds And York Partnership,501,441
01/03/2014,RGM,Papworth Hospital,NA,NA
01/03/2014,RGN,Peterborough And Stamford Hospitals,NA,NA
01/03/2014,RGP,James Paget University Hospitals,NA,NA
01/03/2014,RGQ,Ipswich Hospital,NA,NA
01/03/2014,RGR,West Suffolk,NA,NA
01/03/2014,RGT,Cambridge University Hospitals,NA,NA
01/03/2014,RH5,Somerset Partnership,150,133
01/03/2014,RH8,Royal Devon And Exeter,NA,NA
01/03/2014,RHA,Nottinghamshire Healthcare,993,875
01/03/2014,RHM,University Hospital Southampton,NA,NA
01/03/2014,RHQ,Sheffield Teaching Hospitals,NA,NA
01/03/2014,RHU,Portsmouth Hospitals,NA,NA
01/03/2014,RHW,Royal Berkshire,NA,NA
01/03/2014,RJ1,Guy's And St Thomas',NA,NA
01/03/2014,RJ2,Lewisham And Greenwich,NA,NA
01/03/2014,RJ6,Croydon Health Services,NA,NA
01/03/2014,RJ7,St George's Healthcare,NA,NA
01/03/2014,RJ8,Cornwall Partnership,121,96
01/03/2014,RJC,South Warwickshire,NA,NA
01/03/2014,RJD,Mid Staffordshire,NA,NA
01/03/2014,RJE,University Hospitals Of North Midlands,NA,NA
01/03/2014,RJF,Burton Hospitals,NA,NA
01/03/2014,RJL,Northern Lincolnshire And Goole,NA,NA
01/03/2014,RJN,East Cheshire,NA,NA
01/03/2014,RJR,Countess Of Chester Hospital,NA,NA
01/03/2014,RJX,Calderstones Partnership,NA,NA
01/03/2014,RJZ,King's College Hospital,NA,NA
01/03/2014,RK5,Sherwood Forest Hospitals,NA,NA
01/03/2014,RK9,Plymouth Hospitals,NA,NA
01/03/2014,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/03/2014,RKE,The Whittington Hospital,12,10
01/03/2014,RKL,West London Mental Health,746,689
01/03/2014,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/03/2014,RL4,The Royal Wolverhampton,NA,NA
01/03/2014,RLN,City Hospitals Sunderland,NA,NA
01/03/2014,RLQ,Wye Valley,NA,NA
01/03/2014,RLT,George Eliot Hospital,NA,NA
01/03/2014,RLU,Birmingham Women's,NA,NA
01/03/2014,RLY,North Staffordshire Combined Healthcare,172,142
01/03/2014,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/03/2014,RM2,University Hospital Of South Manchester,NA,NA
01/03/2014,RM3,Salford Royal,NA,NA
01/03/2014,RMC,Bolton,NA,NA
01/03/2014,RMP,Tameside Hospital,NA,NA
01/03/2014,RMY,Norfolk And Suffolk,479,404
01/03/2014,RN3,Great Western Hospitals,NA,NA
01/03/2014,RN5,Hampshire Hospitals,NA,NA
01/03/2014,RN7,Dartford And Gravesham,NA,NA
01/03/2014,RNA,The Dudley Group,NA,NA
01/03/2014,RNL,North Cumbria University Hospitals,NA,NA
01/03/2014,RNN,Cumbria Partnership,123,119
01/03/2014,RNQ,Kettering General Hospital,NA,NA
01/03/2014,RNS,Northampton General Hospital,NA,NA
01/03/2014,RNU,Oxford Health,422,400
01/03/2014,RNZ,Salisbury,NA,NA
01/03/2014,RP1,Northamptonshire Healthcare,212,187
01/03/2014,RP4,Great Ormond Street Hospital For Children,10,9
01/03/2014,RP5,Doncaster And Bassetlaw Hospitals,NA,NA
01/03/2014,RP6,Moorfields Eye Hospital,NA,NA
01/03/2014,RP7,Lincolnshire Partnership,229,195
01/03/2014,RPA,Medway,NA,NA
01/03/2014,RPC,Queen Victoria Hospital,NA,NA
01/03/2014,RPG,Oxleas,435,417
01/03/2014,RPY,The Royal Marsden,NA,NA
01/03/2014,RQ3,Birmingham Children's Hospital,36,31
01/03/2014,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/03/2014,RQ8,Mid Essex Hospital Services,NA,NA
01/03/2014,RQM,Chelsea And Westminster Hospital,NA,NA
01/03/2014,RQQ,Hinchingbrooke Health Care,NA,NA
01/03/2014,RQW,The Princess Alexandra Hospital,NA,NA
01/03/2014,RQX,Homerton University Hospital,NA,NA
01/03/2014,RQY,South West London And St George's Mental Health,439,375
01/03/2014,RR1,Heart Of England,NA,NA
01/03/2014,RR7,Gateshead Health,40,31
01/03/2014,RR8,Leeds Teaching Hospitals,NA,NA
01/03/2014,RRD,North Essex Partnership University,368,318
01/03/2014,RRE,South Staffordshire And Shropshire Healthcare,317,246
01/03/2014,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/03/2014,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/03/2014,RRK,University Hospitals Birmingham,NA,NA
01/03/2014,RRP,"Barnet, Enfield And Haringey Mental Health",494,480
01/03/2014,RRV,University College London Hospitals,11,8
01/03/2014,RT1,Cambridgeshire And Peterborough,265,237
01/03/2014,RT2,Pennine Care,502,461
01/03/2014,RT3,Royal Brompton & Harefield,NA,NA
01/03/2014,RT5,Leicestershire Partnership,401,369
01/03/2014,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/03/2014,RTE,Gloucestershire Hospitals,NA,NA
01/03/2014,RTF,Northumbria Healthcare,45,30
01/03/2014,RTG,Derby Hospitals,NA,NA
01/03/2014,RTH,Oxford University Hospitals,NA,NA
01/03/2014,RTK,Ashford And St Peter's Hospitals,NA,NA
01/03/2014,RTP,Surrey And Sussex Healthcare,NA,NA
01/03/2014,RTQ,2gether,203,185
01/03/2014,RTR,South Tees Hospitals,NA,NA
01/03/2014,RTV,5 Boroughs Partnership,300,281
01/03/2014,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/03/2014,RV3,Central And North West London,824,792
01/03/2014,RV5,South London And Maudsley,791,719
01/03/2014,RV8,North West London Hospitals,NA,NA
01/03/2014,RV9,Humber,215,181
01/03/2014,RVJ,North Bristol,23,14
01/03/2014,RVL,Barnet And Chase Farm Hospitals,NA,NA
01/03/2014,RVN,Avon And Wiltshire Mental Health Partnership,536,503
01/03/2014,RVR,Epsom And St Helier University Hospitals,NA,NA
01/03/2014,RVV,East Kent Hospitals University,NA,NA
01/03/2014,RVW,North Tees And Hartlepool,NA,NA
01/03/2014,RVY,Southport And Ormskirk Hospital,NA,NA
01/03/2014,RW1,Southern Health,462,388
01/03/2014,RW3,Central Manchester University Hospitals,10,9
01/03/2014,RW4,Mersey Care,405,353
01/03/2014,RW5,Lancashire Care,500,451
01/03/2014,RW6,Pennine Acute Hospitals,NA,NA
01/03/2014,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/03/2014,RWD,United Lincolnshire Hospitals,NA,NA
01/03/2014,RWE,University Hospitals Of Leicester,NA,NA
01/03/2014,RWF,Maidstone And Tunbridge Wells,NA,NA
01/03/2014,RWG,West Hertfordshire Hospitals,NA,NA
01/03/2014,RWH,East And North Hertfordshire,NA,NA
01/03/2014,RWJ,Stockport,NA,NA
01/03/2014,RWK,East London,665,558
01/03/2014,RWN,South Essex Partnership University,650,541
01/03/2014,RWP,Worcestershire Acute Hospitals,NA,NA
01/03/2014,RWR,Hertfordshire Partnership University,438,419
01/03/2014,RWV,Devon Partnership,291,267
01/03/2014,RWW,Warrington And Halton Hospitals,NA,NA
01/03/2014,RWX,Berkshire Healthcare,222,132
01/03/2014,RWY,Calderdale And Huddersfield,NA,NA
01/03/2014,RX1,Nottingham University Hospitals,NA,NA
01/03/2014,RX2,Sussex Partnership,582,542
01/03/2014,RX3,"Tees, Esk And Wear Valleys",719,625
01/03/2014,RX4,"Northumberland, Tyne And Wear",745,618
01/03/2014,RXA,Cheshire And Wirral Partnership,306,247
01/03/2014,RXC,East Sussex Healthcare,NA,NA
01/03/2014,RXE,Rotherham Doncaster And South Humber,264,230
01/03/2014,RXF,Mid Yorkshire Hospitals,NA,NA
01/03/2014,RXG,South West Yorkshire Partnership,469,402
01/03/2014,RXH,Brighton And Sussex University Hospitals,NA,NA
01/03/2014,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/03/2014,RXL,Blackpool Teaching Hospitals,NA,NA
01/03/2014,RXM,Derbyshire Healthcare,306,299
01/03/2014,RXN,Lancashire Teaching Hospitals,NA,NA
01/03/2014,RXP,County Durham And Darlington,NA,NA
01/03/2014,RXQ,Buckinghamshire Healthcare,NA,NA
01/03/2014,RXR,East Lancashire Hospitals,NA,NA
01/03/2014,RXT,Birmingham And Solihull Mental Health,747,654
01/03/2014,RXV,Greater Manchester West Mental Health,594,535
01/03/2014,RXW,Shrewsbury And Telford Hospital,NA,NA
01/03/2014,RXX,Surrey And Borders Partnership,262,220
01/03/2014,RXY,Kent And Medway NHS And Social Care Partnership Trust,511,480
01/03/2014,RY3,Norfolk Community Health And Care,NA,NA
01/03/2014,RY4,Hertfordshire Community,NA,NA
01/03/2014,RY5,Lincolnshire Community Health Services,NA,NA
01/03/2014,RY6,Leeds Community Healthcare,8,7
01/03/2014,RY8,Derbyshire Community Health Services,71,59
01/03/2014,RYG,Coventry And Warwickshire Partnership,271,253
01/03/2014,RYJ,Imperial College Healthcare,NA,NA
01/03/2014,RYK,Dudley And Walsall Mental Health Partnership,191,162
01/03/2014,RYR,Western Sussex Hospitals,NA,NA
01/03/2014,RYV,Cambridgeshire Community Services,NA,NA
01/03/2014,RYW,Birmingham Community Healthcare,NA,NA
01/03/2014,RYX,Central London Community Healthcare,NA,NA
01/03/2014,TAD,Bradford District Care Trust,192,191
01/03/2014,TAE,Manchester Mental Health And Social Care Trust,252,232
01/03/2014,TAF,Camden And Islington,178,174
01/03/2014,TAH,Sheffield Health & Social Care,238,202
01/03/2014,TAJ,Black Country Partnership,158,136
01/06/2014,R1A,Worcestershire Health And Care,129,109
01/06/2014,R1C,Solent,104,70
01/06/2014,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/06/2014,R1F,Isle Of Wight,57,50
01/06/2014,R1H,Barts Health,NA,NA
01/06/2014,R1J,Gloucestershire Care Services,NA,NA
01/06/2014,RA2,Royal Surrey County Hospital,NA,NA
01/06/2014,RA3,Weston Area Health,NA,NA
01/06/2014,RA4,Yeovil District Hospital,NA,NA
01/06/2014,RA7,University Hospitals Bristol,NA,NA
01/06/2014,RA9,Torbay And South Devon,NA,NA
01/06/2014,RAE,Bradford Teaching Hospitals,NA,NA
01/06/2014,RAJ,Southend University Hospital,NA,NA
01/06/2014,RAL,Royal Free London,6,3
01/06/2014,RAN,Royal National Orthopaedic Hospital,NA,NA
01/06/2014,RAP,North Middlesex University Hospital,NA,NA
01/06/2014,RAS,The Hillingdon Hospitals,NA,NA
01/06/2014,RAT,North East London,265,205
01/06/2014,RAX,Kingston Hospital,NA,NA
01/06/2014,RBA,Taunton And Somerset,NA,NA
01/06/2014,RBB,Royal National Hospital For Rheumatic Diseases,NA,NA
01/06/2014,RBD,Dorset County Hospital,NA,NA
01/06/2014,RBK,Walsall Healthcare,NA,NA
01/06/2014,RBL,Wirral University Teaching Hospital,NA,NA
01/06/2014,RBN,St Helens And Knowsley Hospitals,NA,NA
01/06/2014,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/06/2014,RBS,Alder Hey Children's,7,5
01/06/2014,RBT,Mid Cheshire Hospitals,NA,NA
01/06/2014,RBV,The Christie,NA,NA
01/06/2014,RBZ,Northern Devon Healthcare,NA,NA
01/06/2014,RC1,Bedford Hospital,NA,NA
01/06/2014,RC3,Ealing Hospital,NA,NA
01/06/2014,RC9,Luton And Dunstable University Hospital,NA,NA
01/06/2014,RCB,York Teaching Hospital,NA,NA
01/06/2014,RCD,Harrogate And District,NA,NA
01/06/2014,RCF,Airedale,NA,NA
01/06/2014,RCU,Sheffield Children's,21,17
01/06/2014,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/06/2014,RD1,Royal United Hospitals Bath,NA,NA
01/06/2014,RD3,Poole Hospital,NA,NA
01/06/2014,RD7,Heatherwood And Wexham Park Hospitals,NA,NA
01/06/2014,RD8,Milton Keynes University Hospital,NA,NA
01/06/2014,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/06/2014,RDE,Colchester Hospital University,NA,NA
01/06/2014,RDR,Sussex Community,NA,NA
01/06/2014,RDU,Frimley Health,NA,NA
01/06/2014,RDY,Dorset Healthcare University,NA,NA
01/06/2014,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/06/2014,RE9,South Tyneside,NA,NA
01/06/2014,REF,Royal Cornwall Hospitals,NA,NA
01/06/2014,REM,Aintree University Hospital,NA,NA
01/06/2014,REN,The Clatterbridge Cancer Centre,NA,NA
01/06/2014,REP,Liverpool Women's,NA,NA
01/06/2014,RET,The Walton Centre,NA,NA
01/06/2014,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/06/2014,RFF,Barnsley Hospital,NA,NA
01/06/2014,RFR,The Rotherham,NA,NA
01/06/2014,RFS,Chesterfield Royal Hospital,NA,NA
01/06/2014,RFW,West Middlesex University Hospital,NA,NA
01/06/2014,RGD,Leeds And York Partnership,511,440
01/06/2014,RGM,Papworth Hospital,NA,NA
01/06/2014,RGN,Peterborough And Stamford Hospitals,NA,NA
01/06/2014,RGP,James Paget University Hospitals,NA,NA
01/06/2014,RGQ,Ipswich Hospital,NA,NA
01/06/2014,RGR,West Suffolk,NA,NA
01/06/2014,RGT,Cambridge University Hospitals,NA,NA
01/06/2014,RH5,Somerset Partnership,151,134
01/06/2014,RH8,Royal Devon And Exeter,NA,NA
01/06/2014,RHA,Nottinghamshire Healthcare,991,857
01/06/2014,RHM,University Hospital Southampton,NA,NA
01/06/2014,RHQ,Sheffield Teaching Hospitals,NA,NA
01/06/2014,RHU,Portsmouth Hospitals,NA,NA
01/06/2014,RHW,Royal Berkshire,NA,NA
01/06/2014,RJ1,Guy's And St Thomas',NA,NA
01/06/2014,RJ2,Lewisham And Greenwich,NA,NA
01/06/2014,RJ6,Croydon Health Services,NA,NA
01/06/2014,RJ7,St George's University Hospitals,NA,NA
01/06/2014,RJ8,Cornwall Partnership,104,86
01/06/2014,RJC,South Warwickshire,NA,NA
01/06/2014,RJD,Mid Staffordshire,NA,NA
01/06/2014,RJE,University Hospitals Of North Midlands,NA,NA
01/06/2014,RJF,Burton Hospitals,NA,NA
01/06/2014,RJL,Northern Lincolnshire And Goole,NA,NA
01/06/2014,RJN,East Cheshire,NA,NA
01/06/2014,RJR,Countess Of Chester Hospital,NA,NA
01/06/2014,RJX,Calderstones Partnership,NA,NA
01/06/2014,RJZ,King's College Hospital,NA,NA
01/06/2014,RK5,Sherwood Forest Hospitals,NA,NA
01/06/2014,RK9,Plymouth Hospitals,NA,NA
01/06/2014,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/06/2014,RKE,The Whittington Hospital,12,11
01/06/2014,RKL,West London Mental Health,745,693
01/06/2014,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/06/2014,RL4,The Royal Wolverhampton,NA,NA
01/06/2014,RLN,City Hospitals Sunderland,NA,NA
01/06/2014,RLQ,Wye Valley,NA,NA
01/06/2014,RLT,George Eliot Hospital,NA,NA
01/06/2014,RLU,Birmingham Women's,NA,NA
01/06/2014,RLY,North Staffordshire Combined Healthcare,173,137
01/06/2014,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/06/2014,RM2,University Hospital Of South Manchester,NA,NA
01/06/2014,RM3,Salford Royal,NA,NA
01/06/2014,RMC,Bolton,NA,NA
01/06/2014,RMP,Tameside Hospital,NA,NA
01/06/2014,RMY,Norfolk And Suffolk,457,400
01/06/2014,RN3,Great Western Hospitals,NA,NA
01/06/2014,RN5,Hampshire Hospitals,NA,NA
01/06/2014,RN7,Dartford And Gravesham,NA,NA
01/06/2014,RNA,The Dudley Group,NA,NA
01/06/2014,RNL,North Cumbria University Hospitals,NA,NA
01/06/2014,RNN,Cumbria Partnership,121,111
01/06/2014,RNQ,Kettering General Hospital,NA,NA
01/06/2014,RNS,Northampton General Hospital,NA,NA
01/06/2014,RNU,Oxford Health,417,381
01/06/2014,RNZ,Salisbury,NA,NA
01/06/2014,RP1,Northamptonshire Healthcare,212,181
01/06/2014,RP4,Great Ormond Street Hospital For Children,10,9
01/06/2014,RP5,Doncaster And Bassetlaw Hospitals,NA,NA
01/06/2014,RP6,Moorfields Eye Hospital,NA,NA
01/06/2014,RP7,Lincolnshire Partnership,236,210
01/06/2014,RPA,Medway,NA,NA
01/06/2014,RPC,Queen Victoria Hospital,NA,NA
01/06/2014,RPG,Oxleas,436,411
01/06/2014,RPY,The Royal Marsden,NA,NA
01/06/2014,RQ3,Birmingham Children's Hospital,34,29
01/06/2014,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/06/2014,RQ8,Mid Essex Hospital Services,NA,NA
01/06/2014,RQM,Chelsea And Westminster Hospital,NA,NA
01/06/2014,RQQ,Hinchingbrooke Health Care,NA,NA
01/06/2014,RQX,Homerton University Hospital,NA,NA
01/06/2014,RQY,South West London And St George's Mental Health,417,349
01/06/2014,RR1,Heart Of England,NA,NA
01/06/2014,RR7,Gateshead Health,40,29
01/06/2014,RR8,Leeds Teaching Hospitals,NA,NA
01/06/2014,RRD,North Essex Partnership University,357,332
01/06/2014,RRE,South Staffordshire And Shropshire Healthcare,316,289
01/06/2014,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/06/2014,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/06/2014,RRK,University Hospitals Birmingham,NA,NA
01/06/2014,RRP,"Barnet, Enfield And Haringey Mental Health",493,489
01/06/2014,RRV,University College London Hospitals,11,7
01/06/2014,RT1,Cambridgeshire And Peterborough,265,239
01/06/2014,RT2,Pennine Care,456,456
01/06/2014,RT3,Royal Brompton & Harefield,NA,NA
01/06/2014,RT5,Leicestershire Partnership,387,345
01/06/2014,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/06/2014,RTE,Gloucestershire Hospitals,NA,NA
01/06/2014,RTF,Northumbria Healthcare,45,27
01/06/2014,RTG,Derby Teaching Hospitals,NA,NA
01/06/2014,RTH,Oxford University Hospitals,NA,NA
01/06/2014,RTK,Ashford And St Peter's Hospitals,NA,NA
01/06/2014,RTP,Surrey And Sussex Healthcare,NA,NA
01/06/2014,RTQ,2gether,203,183
01/06/2014,RTR,South Tees Hospitals,NA,NA
01/06/2014,RTV,5 Boroughs Partnership,310,280
01/06/2014,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/06/2014,RV3,Central And North West London,847,795
01/06/2014,RV5,South London And Maudsley,795,712
01/06/2014,RV8,North West London Hospitals,NA,NA
01/06/2014,RV9,Humber,218,178
01/06/2014,RVJ,North Bristol,17,9
01/06/2014,RVL,Barnet And Chase Farm Hospitals,NA,NA
01/06/2014,RVN,Avon And Wiltshire Mental Health Partnership,536,500
01/06/2014,RVR,Epsom And St Helier University Hospitals,NA,NA
01/06/2014,RVV,East Kent Hospitals University,NA,NA
01/06/2014,RVW,North Tees And Hartlepool,NA,NA
01/06/2014,RVY,Southport And Ormskirk Hospital,NA,NA
01/06/2014,RW1,Southern Health,469,426
01/06/2014,RW3,Central Manchester University Hospitals,10,8
01/06/2014,RW4,Mersey Care,635,550
01/06/2014,RW5,Lancashire Care,520,475
01/06/2014,RW6,Pennine Acute Hospitals,NA,NA
01/06/2014,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/06/2014,RWD,United Lincolnshire Hospitals,NA,NA
01/06/2014,RWE,University Hospitals Of Leicester,NA,NA
01/06/2014,RWF,Maidstone And Tunbridge Wells,NA,NA
01/06/2014,RWG,West Hertfordshire Hospitals,NA,NA
01/06/2014,RWH,East And North Hertfordshire,NA,NA
01/06/2014,RWJ,Stockport,NA,NA
01/06/2014,RWK,East London,686,582
01/06/2014,RWN,South Essex Partnership University,615,557
01/06/2014,RWP,Worcestershire Acute Hospitals,NA,NA
01/06/2014,RWR,Hertfordshire Partnership University,436,436
01/06/2014,RWV,Devon Partnership,290,273
01/06/2014,RWW,Warrington And Halton Hospitals,NA,NA
01/06/2014,RWX,Berkshire Healthcare,156,130
01/06/2014,RWY,Calderdale And Huddersfield,NA,NA
01/06/2014,RX1,Nottingham University Hospitals,NA,NA
01/06/2014,RX2,Sussex Partnership,582,547
01/06/2014,RX3,"Tees, Esk And Wear Valleys",709,673
01/06/2014,RX4,"Northumberland, Tyne And Wear",731,607
01/06/2014,RXA,Cheshire And Wirral Partnership,310,260
01/06/2014,RXC,East Sussex Healthcare,NA,NA
01/06/2014,RXE,Rotherham Doncaster And South Humber,264,222
01/06/2014,RXF,Mid Yorkshire Hospitals,NA,NA
01/06/2014,RXG,South West Yorkshire Partnership,455,399
01/06/2014,RXH,Brighton And Sussex University Hospitals,NA,NA
01/06/2014,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/06/2014,RXL,Blackpool Teaching Hospitals,NA,NA
01/06/2014,RXM,Derbyshire Healthcare,311,302
01/06/2014,RXN,Lancashire Teaching Hospitals,NA,NA
01/06/2014,RXP,County Durham And Darlington,NA,NA
01/06/2014,RXQ,Buckinghamshire Healthcare,NA,NA
01/06/2014,RXR,East Lancashire Hospitals,NA,NA
01/06/2014,RXT,Birmingham And Solihull Mental Health,729,649
01/06/2014,RXV,Greater Manchester West Mental Health,589,549
01/06/2014,RXW,Shrewsbury And Telford Hospital,NA,NA
01/06/2014,RXX,Surrey And Borders Partnership,260,214
01/06/2014,RXY,Kent And Medway NHS And Social Care Partnership Trust,515,476
01/06/2014,RY3,Norfolk Community Health And Care,NA,NA
01/06/2014,RY4,Hertfordshire Community,NA,NA
01/06/2014,RY5,Lincolnshire Community Health Services,NA,NA
01/06/2014,RY6,Leeds Community Healthcare,8,7
01/06/2014,RY8,Derbyshire Community Health Services,61,53
01/06/2014,RYG,Coventry And Warwickshire Partnership,270,245
01/06/2014,RYJ,Imperial College Healthcare,NA,NA
01/06/2014,RYK,Dudley And Walsall Mental Health Partnership,189,159
01/06/2014,RYR,Western Sussex Hospitals,NA,NA
01/06/2014,RYV,Cambridgeshire Community Services,NA,NA
01/06/2014,RYW,Birmingham Community Healthcare,NA,NA
01/06/2014,RYX,Central London Community Healthcare,NA,NA
01/06/2014,TAD,Bradford District Care,193,181
01/06/2014,TAE,Manchester Mental Health And Social Care Trust,252,244
01/06/2014,TAF,Camden And Islington,179,175
01/06/2014,TAH,Sheffield Health & Social Care,235,205
01/06/2014,TAJ,Black Country Partnership,158,134
01/09/2014,R1A,Worcestershire Health And Care,129,114
01/09/2014,R1C,Solent,104,73
01/09/2014,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/09/2014,R1F,Isle Of Wight,57,52
01/09/2014,R1H,Barts Health,NA,NA
01/09/2014,R1J,Gloucestershire Care Services,NA,NA
01/09/2014,RA2,Royal Surrey County Hospital,NA,NA
01/09/2014,RA3,Weston Area Health,NA,NA
01/09/2014,RA4,Yeovil District Hospital,NA,NA
01/09/2014,RA7,University Hospitals Bristol,NA,NA
01/09/2014,RA9,Torbay And South Devon,NA,NA
01/09/2014,RAE,Bradford Teaching Hospitals,NA,NA
01/09/2014,RAJ,Southend University Hospital,NA,NA
01/09/2014,RAL,Royal Free London,6,2
